commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
3e8a508d4c37fd4003f4d1d98a368e4a5ea52460,1278974106,0,0,1,1,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05e914ecaa4e930e9048cd4f72267e4fd8db10e2,1279055514,0,0,2,2,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81e79a87c41498cfbbbef2299339fc967a3fba1f,1279118774,0,0,9,2,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32e922e74c2ddbcc3269aa1dbb8714002a6ac430,1279800530,0,0,1,0,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5051bf90909f693a74ea0f2bdc3db341460a5a3,1280153003,1,0,82,7,2,2,1,0.570541143,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c8ae5e0a5b30039075a87ba39aec6da64fdd138,1280793126,0,0,240,6,2,2,2,0.940777348,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bbbf3dbefcecdccd5fba71bda5406a6ab24d27e,1282658312,0,0,5,5,3,3,3,0.960229718,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eecef70fcdd173cc54ad8ac7edba9e9b31855134,1287959875,1,0,30,3,3,3,1,0.800356322,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc5f0be414b22b930eaa4306bde9844dc9690c91,1288301634,0,0,69,1,1,1,1,0,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d3b72da488808f6ecffdc234fd9ced56412834c,1288368640,0,0,51,0,3,3,3,0.706404824,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fba60c3a588ccbae61e3ba8cf6558efc36d116a5,1292296933,0,0,226,20,4,3,2,0.6390499,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93b297292100f0b835bc802173906688ff66d9e0,1292339454,0,0,262,50,6,3,2,0.627516186,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99347717ed2c7e92b3dc3bd33c12a3a05e8e349d,1292372704,0,0,135,1,4,4,2,0.776442266,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97e966f2dbc4442c105c80021718f970901790e6,1292537098,0,0,73,47,9,6,2,0.791109306,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c364724a0dc7a658058fcb167af66ee7eb5bcd2a,1292913688,1,0,53,3,5,4,1,0.525525091,FALSE,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
